review,ManualLabelling,date,year,clean_review,before_cleaning,after_cleaning,normalized_review,before_normalizing,after_normalizing,tokenize_review,standardlized_review,before_stopwords,after_stopwords,stopwords_removed_count,stemmed_review,before_stemming,after_stemming
Sangat membantu bagi para pemula juga profesional,positif,2020-05-29,2020,sangat membantu bagi para pemula juga profesional,7,7,sangat membantu bagi para pemula juga profesional,7,7,"['sangat', 'membantu', 'bagi', 'para', 'pemula', 'juga', 'profesional']","['membantu', 'pemula', 'profesional']",7,3,4,bantu mula profesional,3,3
"Info lebih kumunikasi, linkedln, td nya sulit jadi mudah, order jd lancar",negatif,2021-02-18,2021,info lebih kumunikasi linkedln td nya sulit jadi mudah order jd lancar,12,12,informasi lebih kumunikasi linkedln tadi nya sulit jadi mudah pesan jadi lancar,12,12,"['informasi', 'lebih', 'kumunikasi', 'linkedln', 'tadi', 'nya', 'sulit', 'jadi', 'mudah', 'pesan', 'jadi', 'lancar']","['informasi', 'kumunikasi', 'linkedln', 'nya', 'sulit', 'mudah', 'pesan', 'lancar']",12,8,4,informasi kumunikasi linkedln nya sulit mudah pesan lancar,8,8
Banyak banget lowongan kerja yang bagus bagus,positif,2020-10-21,2020,banyak banget lowongan kerja yang bagus bagus,7,7,banyak banget lowongan kerja yang bagus bagus,7,7,"['banyak', 'banget', 'lowongan', 'kerja', 'yang', 'bagus', 'bagus']","['banget', 'lowongan', 'kerja', 'bagus', 'bagus']",7,5,2,banget lowong kerja bagus bagus,5,5
Mudah mudahan bagus dan dapat info peluang kerja,positif,2021-05-20,2021,mudah mudahan bagus dan dapat info peluang kerja,8,8,mudah mudahan bagus dan dapat informasi peluang kerja,8,8,"['mudah', 'mudahan', 'bagus', 'dan', 'dapat', 'informasi', 'peluang', 'kerja']","['mudah', 'mudahan', 'bagus', 'informasi', 'peluang', 'kerja']",8,6,2,mudah mudah bagus informasi peluang kerja,6,6
Ok lanjut terus. Lah pokoknya buat kalian yang gak punya linkedin buruan instal aplikasinya yaaaa...,positif,2023-01-18,2023,ok lanjut terus lah pokoknya buat kalian yang gak punya linkedin buruan instal aplikasinya yaaaa,15,15,oke lanjut terus lah pokoknya buat kalian yang tidak punya linkedin buruan memasang aplikasi nya yaaaa,15,16,"['oke', 'lanjut', 'terus', 'lah', 'pokoknya', 'buat', 'kalian', 'yang', 'tidak', 'punya', 'linkedin', 'buruan', 'memasang', 'aplikasi', 'nya', 'yaaaa']","['oke', 'pokoknya', 'tidak', 'linkedin', 'buruan', 'memasang', 'aplikasi', 'nya', 'yaaaa']",16,9,7,oke pokok tidak linkedin buru pasang aplikasi nya yaaaa,9,9
"Bengek banget nih, nggak bisa ganti foto profil.",negatif,2021-07-17,2021,bengek banget nih nggak bisa ganti foto profil,8,8,bengek banget nih tidak bisa ganti foto profil,8,8,"['bengek', 'banget', 'nih', 'tidak', 'bisa', 'ganti', 'foto', 'profil']","['bengek', 'banget', 'nih', 'tidak', 'ganti', 'foto', 'profil']",8,7,1,bengek banget nih tidak ganti foto profil,7,7
Semoga Lebih Mudah Cari Pekerjaan Dengan Adanya Aplikasi ini,positif,2020-09-28,2020,semoga lebih mudah cari pekerjaan dengan adanya aplikasi ini,9,9,semoga lebih mudah cari pekerjaan dengan adanya aplikasi ini,9,9,"['semoga', 'lebih', 'mudah', 'cari', 'pekerjaan', 'dengan', 'adanya', 'aplikasi', 'ini']","['semoga', 'mudah', 'cari', 'pekerjaan', 'aplikasi']",9,5,4,moga mudah cari kerja aplikasi,5,5
Aplikasi ini mempermudah orang untuk mendapatkan pekerjaan sesuai dengan yang dinginkan,positif,2022-07-02,2022,aplikasi ini mempermudah orang untuk mendapatkan pekerjaan sesuai dengan yang dinginkan,11,11,aplikasi ini mempermudah orang untuk mendapatkan pekerjaan sesuai dengan yang dinginkan,11,11,"['aplikasi', 'ini', 'mempermudah', 'orang', 'untuk', 'mendapatkan', 'pekerjaan', 'sesuai', 'dengan', 'yang', 'dinginkan']","['aplikasi', 'mempermudah', 'orang', 'pekerjaan', 'sesuai', 'dinginkan']",11,6,5,aplikasi mudah orang kerja sesuai dingin,6,6
"Sangat membantu sekali,,, Mohon linkedin untuk menyaring lowongan yang bohong",positif,2021-06-27,2021,sangat membantu sekali mohon linkedin untuk menyaring lowongan yang bohong,10,10,sangat membantu sekali mohon linkedin untuk menyaring lowongan yang bohong,10,10,"['sangat', 'membantu', 'sekali', 'mohon', 'linkedin', 'untuk', 'menyaring', 'lowongan', 'yang', 'bohong']","['membantu', 'mohon', 'linkedin', 'menyaring', 'lowongan', 'bohong']",10,6,4,bantu mohon linkedin nyaring lowong bohong,6,6
LinkedIn sangat membantu dan bermanfaat dalam mencari loker dan menambah link dalam dunia kerja,positif,2020-05-11,2020,linkedin sangat membantu dan bermanfaat dalam mencari loker dan menambah link dalam dunia kerja,14,14,linkedin sangat membantu dan bermanfaat dalam mencari loker dan menambah link dalam dunia kerja,14,14,"['linkedin', 'sangat', 'membantu', 'dan', 'bermanfaat', 'dalam', 'mencari', 'loker', 'dan', 'menambah', 'link', 'dalam', 'dunia', 'kerja']","['linkedin', 'membantu', 'bermanfaat', 'mencari', 'loker', 'menambah', 'link', 'dunia', 'kerja']",14,9,5,linkedin bantu manfaat cari loker tambah link dunia kerja,9,9
"Menambah, memperbesar link dan insight",positif,2021-08-10,2021,menambah memperbesar link dan insight,5,5,menambah memperbesar link dan insight,5,5,"['menambah', 'memperbesar', 'link', 'dan', 'insight']","['menambah', 'memperbesar', 'link', 'insight']",5,4,1,tambah besar link insight,4,4
"Repot harus instal lagi padahal sudah daftar,hapus sekalian...",negatif,2020-04-20,2020,repot harus instal lagi padahal sudah daftar hapus sekalian,8,9,repot harus memasang lagi padahal sudah daftar hapus sekalian,9,9,"['repot', 'harus', 'memasang', 'lagi', 'padahal', 'sudah', 'daftar', 'hapus', 'sekalian']","['repot', 'memasang', 'daftar', 'hapus']",9,4,5,repot pasang daftar hapus,4,4
Kenapa setiap kali ingin login selalu gagal dan sandi selalu salah dan harus masuk lagi ubah sandi lagi,negatif,2021-04-16,2021,kenapa setiap kali ingin login selalu gagal dan sandi selalu salah dan harus masuk lagi ubah sandi lagi,18,18,kenapa setiap kali ingin login selalu gagal dan sandi selalu salah dan harus masuk lagi ubah sandi lagi,18,18,"['kenapa', 'setiap', 'kali', 'ingin', 'login', 'selalu', 'gagal', 'dan', 'sandi', 'selalu', 'salah', 'dan', 'harus', 'masuk', 'lagi', 'ubah', 'sandi', 'lagi']","['kali', 'login', 'gagal', 'sandi', 'salah', 'masuk', 'ubah', 'sandi']",18,8,10,kali login gagal sandi salah masuk ubah sandi,8,8
Untuk yg lg cari peluang pekerjaan sangat bagus,positif,2020-04-14,2020,untuk yg lg cari peluang pekerjaan sangat bagus,8,8,untuk yang lagi cari peluang pekerjaan sangat bagus,8,8,"['untuk', 'yang', 'lagi', 'cari', 'peluang', 'pekerjaan', 'sangat', 'bagus']","['cari', 'peluang', 'pekerjaan', 'bagus']",8,4,4,cari peluang kerja bagus,4,4
Aplikasi yang sangat penting dalam dunia cari pekerjaan,positif,2022-10-13,2022,aplikasi yang sangat penting dalam dunia cari pekerjaan,8,8,aplikasi yang sangat penting dalam dunia cari pekerjaan,8,8,"['aplikasi', 'yang', 'sangat', 'penting', 'dalam', 'dunia', 'cari', 'pekerjaan']","['aplikasi', 'dunia', 'cari', 'pekerjaan']",8,4,4,aplikasi dunia cari kerja,4,4
Sangat membantu parapencari kerja,positif,2021-02-18,2021,sangat membantu parapencari kerja,4,4,sangat membantu parapencari kerja,4,4,"['sangat', 'membantu', 'parapencari', 'kerja']","['membantu', 'parapencari', 'kerja']",4,3,1,bantu parapencari kerja,3,3
Koneksi Dan Informasi Yang Sangat Bermanfaat,positif,2022-01-19,2022,koneksi dan informasi yang sangat bermanfaat,6,6,koneksi dan informasi yang sangat bermanfaat,6,6,"['koneksi', 'dan', 'informasi', 'yang', 'sangat', 'bermanfaat']","['koneksi', 'informasi', 'bermanfaat']",6,3,3,koneksi informasi manfaat,3,3
Sangat mudah dan informatif.,positif,2020-10-30,2020,sangat mudah dan informatif,4,4,sangat mudah dan informatif,4,4,"['sangat', 'mudah', 'dan', 'informatif']","['mudah', 'informatif']",4,2,2,mudah informatif,2,2
Aplikasi yang membantu banget cari pekerjaan.,positif,2023-08-06,2023,aplikasi yang membantu banget cari pekerjaan,6,6,aplikasi yang membantu banget cari pekerjaan,6,6,"['aplikasi', 'yang', 'membantu', 'banget', 'cari', 'pekerjaan']","['aplikasi', 'membantu', 'banget', 'cari', 'pekerjaan']",6,5,1,aplikasi bantu banget cari kerja,5,5
"Bagus, informatif untuk para profesional",positif,2020-09-29,2020,bagus informatif untuk para profesional,5,5,bagus informatif untuk para profesional,5,5,"['bagus', 'informatif', 'untuk', 'para', 'profesional']","['bagus', 'informatif', 'profesional']",5,3,2,bagus informatif profesional,3,3
Bagus sih. Hanya perusahaan di tempat ku tinggal tidak ada yg pakai ini app.. haha,positif,2020-09-14,2020,bagus sih hanya perusahaan di tempat ku tinggal tidak ada yg pakai ini app haha,15,15,bagus sih hanya perusahaan di tempat saya tinggal tidak ada yang pakai ini aplikasi haha,15,15,"['bagus', 'sih', 'hanya', 'perusahaan', 'di', 'tempat', 'saya', 'tinggal', 'tidak', 'ada', 'yang', 'pakai', 'ini', 'aplikasi', 'haha']","['bagus', 'sih', 'perusahaan', 'tinggal', 'tidak', 'pakai', 'aplikasi', 'haha']",15,8,7,bagus sih usaha tinggal tidak pakai aplikasi haha,8,8
"Akun saya diretas, verifikasi tidak merespon, login tidak bisa, saya sangat kecewa.",negatif,2023-05-21,2023,akun saya diretas verifikasi tidak merespon login tidak bisa saya sangat kecewa,12,12,akun saya diretas verifikasi tidak merespons login tidak bisa saya sangat kecewa,12,12,"['akun', 'saya', 'diretas', 'verifikasi', 'tidak', 'merespons', 'login', 'tidak', 'bisa', 'saya', 'sangat', 'kecewa']","['akun', 'diretas', 'verifikasi', 'tidak', 'merespons', 'login', 'tidak', 'kecewa']",12,8,4,akun retas verifikasi tidak respons login tidak kecewa,8,8
"Bikin akun gabisa, kalo bisa jadi gabisa login gtu aja trs",negatif,2021-09-05,2021,bikin akun gabisa kalo bisa jadi gabisa login gtu aja trs,11,11,bikin akun tidak bisa kalau bisa jadi tidak bisa login begitu saja terus,11,13,"['bikin', 'akun', 'tidak', 'bisa', 'kalau', 'bisa', 'jadi', 'tidak', 'bisa', 'login', 'begitu', 'saja', 'terus']","['bikin', 'akun', 'tidak', 'tidak', 'login']",13,5,8,bikin akun tidak tidak login,5,5
heran gabisa diakses kalo blm di update,negatif,2022-09-07,2022,heran gabisa diakses kalo blm di update,7,7,heran tidak bisa diakses kalau belum di diperbarui,7,8,"['heran', 'tidak', 'bisa', 'diakses', 'kalau', 'belum', 'di', 'diperbarui']","['heran', 'tidak', 'diakses', 'diperbarui']",8,4,4,heran tidak akses baru,4,4
"Kaga bisa login,tumben bgt biasanya lancar"" . Kalo misalkan di hack kenapa ga ada notif nya?",negatif,2023-09-05,2023,kaga bisa login tumben bgt biasanya lancar kalo misalkan di hack kenapa ga ada notif nya,16,16,tidak bisa login tumben banget biasanya lancar kalau misalkan di hack kenapa tidak ada notif nya,16,16,"['tidak', 'bisa', 'login', 'tumben', 'banget', 'biasanya', 'lancar', 'kalau', 'misalkan', 'di', 'hack', 'kenapa', 'tidak', 'ada', 'notif', 'nya']","['tidak', 'login', 'tumben', 'banget', 'lancar', 'hack', 'tidak', 'notif', 'nya']",16,9,7,tidak login tumben banget lancar hack tidak notif nya,9,9
Verifikasi sudah diisi tetapi gagal terus,negatif,2023-05-05,2023,verifikasi sudah diisi tetapi gagal terus,6,6,verifikasi sudah diisi tetapi gagal terus,6,6,"['verifikasi', 'sudah', 'diisi', 'tetapi', 'gagal', 'terus']","['verifikasi', 'diisi', 'gagal']",6,3,3,verifikasi isi gagal,3,3
Sangat membantu dalam mencari relasi bisnis yang lebih luas,positif,2021-02-06,2021,sangat membantu dalam mencari relasi bisnis yang lebih luas,9,9,sangat membantu dalam mencari relasi bisnis yang lebih luas,9,9,"['sangat', 'membantu', 'dalam', 'mencari', 'relasi', 'bisnis', 'yang', 'lebih', 'luas']","['membantu', 'mencari', 'relasi', 'bisnis', 'luas']",9,5,4,bantu cari relasi bisnis luas,5,5
Kenapa pas download susah banget ya. Berhenti diangka 93%,negatif,2020-05-21,2020,kenapa pas download susah banget ya berhenti diangka,9,8,kenapa pas unduh susah banget ya berhenti diangka,8,8,"['kenapa', 'pas', 'unduh', 'susah', 'banget', 'ya', 'berhenti', 'diangka']","['pas', 'unduh', 'susah', 'banget', 'ya', 'berhenti', 'diangka']",8,7,1,pas unduh susah banget ya henti angka,7,7
Sangat membantu untuk para pencari kerja,positif,2020-09-02,2020,sangat membantu untuk para pencari kerja,6,6,sangat membantu untuk para pencari kerja,6,6,"['sangat', 'membantu', 'untuk', 'para', 'pencari', 'kerja']","['membantu', 'pencari', 'kerja']",6,3,3,bantu cari kerja,3,3
"Crash pas quis lencana udah nomor 10 lebih, mantep bgt",negatif,2021-07-28,2021,crash pas quis lencana udah nomor lebih mantep bgt,10,9,crash pas quis lencana sudah nomor lebih mantap banget,9,9,"['crash', 'pas', 'quis', 'lencana', 'sudah', 'nomor', 'lebih', 'mantap', 'banget']","['crash', 'pas', 'quis', 'lencana', 'nomor', 'mantap', 'banget']",9,7,2,crash pas quis lencana nomor mantap banget,7,7
Sangat membantu sekali terutama buat cari pekerjaan 👍,positif,2020-03-25,2020,sangat membantu sekali terutama buat cari pekerjaan,8,7,sangat membantu sekali terutama buat cari pekerjaan,7,7,"['sangat', 'membantu', 'sekali', 'terutama', 'buat', 'cari', 'pekerjaan']","['membantu', 'cari', 'pekerjaan']",7,3,4,bantu cari kerja,3,3
"Suka sekali app ini, sharing dan nambah wawasan ... sgt OK 👍",positif,2020-01-31,2020,suka sekali app ini sharing dan nambah wawasan sgt ok,12,10,suka sekali aplikasi ini sharing dan nambah wawasan sangat oke,10,10,"['suka', 'sekali', 'aplikasi', 'ini', 'sharing', 'dan', 'nambah', 'wawasan', 'sangat', 'oke']","['suka', 'aplikasi', 'sharing', 'nambah', 'wawasan', 'oke']",10,6,4,suka aplikasi sharing nambah wawas oke,6,6
Ini gimana ya mau login verifikasi saja susah banget,negatif,2021-11-15,2021,ini gimana ya mau login verifikasi saja susah banget,9,9,ini bagaimana ya mau login verifikasi saja susah banget,9,9,"['ini', 'bagaimana', 'ya', 'mau', 'login', 'verifikasi', 'saja', 'susah', 'banget']","['ya', 'login', 'verifikasi', 'susah', 'banget']",9,5,4,ya login verifikasi susah banget,5,5
Aneh sama nih aplikasi eror terus pas dibuka,negatif,2023-09-29,2023,aneh sama nih aplikasi eror terus pas dibuka,8,8,aneh sama nih aplikasi error terus pas dibuka,8,8,"['aneh', 'sama', 'nih', 'aplikasi', 'error', 'terus', 'pas', 'dibuka']","['aneh', 'nih', 'aplikasi', 'error', 'pas', 'dibuka']",8,6,2,aneh nih aplikasi error pas buka,6,6
Susah banget mau login. Ini applikasi buruk banget,negatif,2023-11-09,2023,susah banget mau login ini applikasi buruk banget,8,8,susah banget mau login ini aplikasi buruk banget,8,8,"['susah', 'banget', 'mau', 'login', 'ini', 'aplikasi', 'buruk', 'banget']","['susah', 'banget', 'login', 'aplikasi', 'buruk', 'banget']",8,6,2,susah banget login aplikasi buruk banget,6,6
"Bermanfaat dan mudah di Linkedln, Terima kasih Linkedln",positif,2020-09-01,2020,bermanfaat dan mudah di linkedln terima kasih linkedln,8,8,bermanfaat dan mudah di linkedln terima kasih linkedln,8,8,"['bermanfaat', 'dan', 'mudah', 'di', 'linkedln', 'terima', 'kasih', 'linkedln']","['bermanfaat', 'mudah', 'linkedln', 'terima', 'kasih', 'linkedln']",8,6,2,manfaat mudah linkedln terima kasih linkedln,6,6
Sangat membntu dalam pengembangan jejaring dan portofolio,negatif,2020-07-07,2020,sangat membntu dalam pengembangan jejaring dan portofolio,7,7,sangat membntu dalam pengembangan jejaring dan portofolio,7,7,"['sangat', 'membntu', 'dalam', 'pengembangan', 'jejaring', 'dan', 'portofolio']","['membntu', 'pengembangan', 'jejaring', 'portofolio']",7,4,3,membntu kembang jejaring portofolio,4,4
Kenapa suka eror saat di buka tidak mau dan tidak respon..sangat kecewa si,negatif,2021-09-24,2021,kenapa suka eror saat di buka tidak mau dan tidak respon sangat kecewa si,13,14,kenapa suka error saat di buka tidak mau dan tidak respons sangat kecewa sih,14,14,"['kenapa', 'suka', 'error', 'saat', 'di', 'buka', 'tidak', 'mau', 'dan', 'tidak', 'respons', 'sangat', 'kecewa', 'sih']","['suka', 'error', 'buka', 'tidak', 'tidak', 'respons', 'kecewa', 'sih']",14,8,6,suka error buka tidak tidak respons kecewa sih,8,8
Sangat bermanfaat bagi yang mencari pekerjaan,positif,2022-01-11,2022,sangat bermanfaat bagi yang mencari pekerjaan,6,6,sangat bermanfaat bagi yang mencari pekerjaan,6,6,"['sangat', 'bermanfaat', 'bagi', 'yang', 'mencari', 'pekerjaan']","['bermanfaat', 'mencari', 'pekerjaan']",6,3,3,manfaat cari kerja,3,3
Sangat membantu untuk mencari relasi kerja,positif,2021-10-19,2021,sangat membantu untuk mencari relasi kerja,6,6,sangat membantu untuk mencari relasi kerja,6,6,"['sangat', 'membantu', 'untuk', 'mencari', 'relasi', 'kerja']","['membantu', 'mencari', 'relasi', 'kerja']",6,4,2,bantu cari relasi kerja,4,4
Sangt membantu untuk para pencari kerja. Terimakasih,positif,2023-11-06,2023,sangt membantu untuk para pencari kerja terimakasih,7,7,sangt membantu untuk para pencari kerja terima kasih,7,8,"['sangt', 'membantu', 'untuk', 'para', 'pencari', 'kerja', 'terima', 'kasih']","['sangt', 'membantu', 'pencari', 'kerja', 'terima', 'kasih']",8,6,2,sangt bantu cari kerja terima kasih,6,6
"Mantap, simple n cepat..",positif,2020-03-20,2020,mantap simple n cepat,4,4,mantap simpel dan cepat,4,4,"['mantap', 'simpel', 'dan', 'cepat']","['mantap', 'simpel', 'cepat']",4,3,1,mantap simpel cepat,3,3
ok mksh infony,positif,2024-06-25,2024,ok mksh infony,3,3,oke terima kasih infony,3,4,"['oke', 'terima', 'kasih', 'infony']","['oke', 'terima', 'kasih', 'infony']",4,4,0,oke terima kasih infony,4,4
"Gak bisa login, verifikasi gagal mulu di akhir.",negatif,2024-02-05,2024,gak bisa login verifikasi gagal mulu di akhir,8,8,tidak bisa login verifikasi gagal mulu di akhir,8,8,"['tidak', 'bisa', 'login', 'verifikasi', 'gagal', 'mulu', 'di', 'akhir']","['tidak', 'login', 'verifikasi', 'gagal', 'mulu']",8,5,3,tidak login verifikasi gagal mulu,5,5
Bagus & Sangat Membantu informasi lowongan kerja,positif,2021-02-26,2021,bagus sangat membantu informasi lowongan kerja,7,6,bagus sangat membantu informasi lowongan kerja,6,6,"['bagus', 'sangat', 'membantu', 'informasi', 'lowongan', 'kerja']","['bagus', 'membantu', 'informasi', 'lowongan', 'kerja']",6,5,1,bagus bantu informasi lowong kerja,5,5
"Looping di login, tlg di perbaiki..",negatif,2023-10-25,2023,looping di login tlg di perbaiki,6,6,looping di login tlg di perbaikan,6,6,"['looping', 'di', 'login', 'tlg', 'di', 'perbaikan']","['looping', 'login', 'tlg', 'perbaikan']",6,4,2,looping login tlg baik,4,4
Saya sangat terbantu dengan aplikasi ini karena dapat mencari pekerjaan lebih mudah,positif,2020-09-11,2020,saya sangat terbantu dengan aplikasi ini karena dapat mencari pekerjaan lebih mudah,12,12,saya sangat membantu dengan aplikasi ini karena dapat mencari pekerjaan lebih mudah,12,12,"['saya', 'sangat', 'membantu', 'dengan', 'aplikasi', 'ini', 'karena', 'dapat', 'mencari', 'pekerjaan', 'lebih', 'mudah']","['membantu', 'aplikasi', 'mencari', 'pekerjaan', 'mudah']",12,5,7,bantu aplikasi cari kerja mudah,5,5
"Bagian verifikasi sumpah susah banget hewan gak punya leher suruh milih yang menghadap keatas, udah gitu dibalik"" Lagi",negatif,2022-12-23,2022,bagian verifikasi sumpah susah banget hewan gak punya leher suruh milih yang menghadap keatas udah gitu dibalik lagi,18,18,bagian verifikasi sumpah susah banget hewan tidak punya leher suruh memilih yang menghadap keatas sudah begitu dibalik lagi,18,18,"['bagian', 'verifikasi', 'sumpah', 'susah', 'banget', 'hewan', 'tidak', 'punya', 'leher', 'suruh', 'memilih', 'yang', 'menghadap', 'keatas', 'sudah', 'begitu', 'dibalik', 'lagi']","['verifikasi', 'sumpah', 'susah', 'banget', 'hewan', 'tidak', 'leher', 'suruh', 'memilih', 'menghadap', 'keatas', 'dibalik']",18,12,6,verifikasi sumpah susah banget hewan tidak leher suruh pilih hadap atas balik,12,12
Sangat membantu untuk mencari lowongan kerja yang diinginkan,positif,2023-11-03,2023,sangat membantu untuk mencari lowongan kerja yang diinginkan,8,8,sangat membantu untuk mencari lowongan kerja yang diinginkan,8,8,"['sangat', 'membantu', 'untuk', 'mencari', 'lowongan', 'kerja', 'yang', 'diinginkan']","['membantu', 'mencari', 'lowongan', 'kerja']",8,4,4,bantu cari lowong kerja,4,4
captcha tidak valid padahal sudah memilih jawaban yang benar,negatif,2023-11-15,2023,captcha tidak valid padahal sudah memilih jawaban yang benar,9,9,captcha tidak valid padahal sudah memilih jawaban yang benar,9,9,"['captcha', 'tidak', 'valid', 'padahal', 'sudah', 'memilih', 'jawaban', 'yang', 'benar']","['captcha', 'tidak', 'valid', 'memilih']",9,4,5,captcha tidak valid pilih,4,4
"Tidak bisa login, security check nya error",negatif,2023-09-12,2023,tidak bisa login security check nya error,7,7,tidak bisa login security cek nya error,7,7,"['tidak', 'bisa', 'login', 'security', 'cek', 'nya', 'error']","['tidak', 'login', 'security', 'cek', 'nya', 'error']",7,6,1,tidak login security cek nya error,6,6
bagus bs nambah teman & mudah mencari informasi serta mencari dan mendapatkan pekerjaan yang cocok dengan kemampuan saya,positif,2022-03-23,2022,bagus bs nambah teman mudah mencari informasi serta mencari dan mendapatkan pekerjaan yang cocok dengan kemampuan saya,18,17,bagus bisa nambah teman mudah mencari informasi serta mencari dan mendapatkan pekerjaan yang cocok dengan kemampuan saya,17,17,"['bagus', 'bisa', 'nambah', 'teman', 'mudah', 'mencari', 'informasi', 'serta', 'mencari', 'dan', 'mendapatkan', 'pekerjaan', 'yang', 'cocok', 'dengan', 'kemampuan', 'saya']","['bagus', 'nambah', 'teman', 'mudah', 'mencari', 'informasi', 'mencari', 'pekerjaan', 'cocok', 'kemampuan']",17,10,7,bagus nambah teman mudah cari informasi cari kerja cocok mampu,10,10
"Saya tidak bisa posting, padahal sudah ditefresh bahkan sampe ganti password",negatif,2023-08-16,2023,saya tidak bisa posting padahal sudah ditefresh bahkan sampe ganti password,11,11,saya tidak bisa posting padahal sudah ditefresh bahkan sampai ganti password,11,11,"['saya', 'tidak', 'bisa', 'posting', 'padahal', 'sudah', 'ditefresh', 'bahkan', 'sampai', 'ganti', 'password']","['tidak', 'posting', 'ditefresh', 'ganti', 'password']",11,5,6,tidak posting ditefresh ganti password,5,5
Keamanan terlalu ribet... Sudah beut cara buat akunnya. Bete ah.,negatif,2022-05-21,2022,keamanan terlalu ribet sudah beut cara buat akunnya bete ah,10,10,keamanan terlalu rumit sudah banget cara buat akunnya bosan ah,10,10,"['keamanan', 'terlalu', 'rumit', 'sudah', 'banget', 'cara', 'buat', 'akunnya', 'bosan', 'ah']","['keamanan', 'rumit', 'banget', 'akunnya', 'bosan', 'ah']",10,6,4,aman rumit banget akun bosan ah,6,6
Lumayan lancar setelah di update,positif,2021-09-23,2021,lumayan lancar setelah di update,5,5,lumayan lancar setelah di diperbarui,5,5,"['lumayan', 'lancar', 'setelah', 'di', 'diperbarui']","['lumayan', 'lancar', 'diperbarui']",5,3,2,lumayan lancar baru,3,3
"Ga bisa login ajg, padahal udah verifikasi berbagai macam ajg lah",negatif,2023-12-31,2023,ga bisa login ajg padahal udah verifikasi berbagai macam ajg lah,11,11,tidak bisa login ajg padahal sudah verifikasi berbagai macam ajg lah,11,11,"['tidak', 'bisa', 'login', 'ajg', 'padahal', 'sudah', 'verifikasi', 'berbagai', 'macam', 'ajg', 'lah']","['tidak', 'login', 'ajg', 'verifikasi', 'ajg']",11,5,6,tidak login ajg verifikasi ajg,5,5
"Simple, ringan dan bermanfaat,,",positif,2020-08-12,2020,simple ringan dan bermanfaat,4,4,simpel ringan dan bermanfaat,4,4,"['simpel', 'ringan', 'dan', 'bermanfaat']","['simpel', 'ringan', 'bermanfaat']",4,3,1,simpel ringan manfaat,3,3
Sangat bermanfaat dan mudah di gunakan,positif,2020-09-24,2020,sangat bermanfaat dan mudah di gunakan,6,6,sangat bermanfaat dan mudah di gunakan,6,6,"['sangat', 'bermanfaat', 'dan', 'mudah', 'di', 'gunakan']","['bermanfaat', 'mudah']",6,2,4,manfaat mudah,2,2
"Aplikasi yang sangat bagus, sangat membantu dalam mencari pekerjaan...",positif,2023-06-30,2023,aplikasi yang sangat bagus sangat membantu dalam mencari pekerjaan,9,9,aplikasi yang sangat bagus sangat membantu dalam mencari pekerjaan,9,9,"['aplikasi', 'yang', 'sangat', 'bagus', 'sangat', 'membantu', 'dalam', 'mencari', 'pekerjaan']","['aplikasi', 'bagus', 'membantu', 'mencari', 'pekerjaan']",9,5,4,aplikasi bagus bantu cari kerja,5,5
"Aplikasi ga jelas, masa nomor telpon ga bisa dipake semua di aplikasi ini",negatif,2023-12-01,2023,aplikasi ga jelas masa nomor telpon ga bisa dipake semua di aplikasi ini,13,13,aplikasi tidak jelas masa nomor telpon tidak bisa di pakai semua di aplikasi ini,13,14,"['aplikasi', 'tidak', 'jelas', 'masa', 'nomor', 'telpon', 'tidak', 'bisa', 'di', 'pakai', 'semua', 'di', 'aplikasi', 'ini']","['aplikasi', 'tidak', 'nomor', 'telpon', 'tidak', 'pakai', 'aplikasi']",14,7,7,aplikasi tidak nomor telpon tidak pakai aplikasi,7,7
Good 👍 harapan bisa dikembangkan utk mempermudah user 😁,positif,2022-05-27,2022,good harapan bisa dikembangkan utk mempermudah user,9,7,bagus harapan bisa dikembangkan untuk mempermudah user,7,7,"['bagus', 'harapan', 'bisa', 'dikembangkan', 'untuk', 'mempermudah', 'user']","['bagus', 'harapan', 'dikembangkan', 'mempermudah', 'user']",7,5,2,bagus harap kembang mudah user,5,5
Sangat bagus untuk yang nyari lowongan kerja,positif,2020-02-28,2020,sangat bagus untuk yang nyari lowongan kerja,7,7,sangat bagus untuk yang mencari lowongan kerja,7,7,"['sangat', 'bagus', 'untuk', 'yang', 'mencari', 'lowongan', 'kerja']","['bagus', 'mencari', 'lowongan', 'kerja']",7,4,3,bagus cari lowong kerja,4,4
Aplikasi yang bermanfaat untuk professional.,positif,2022-07-05,2022,aplikasi yang bermanfaat untuk professional,5,5,aplikasi yang bermanfaat untuk professional,5,5,"['aplikasi', 'yang', 'bermanfaat', 'untuk', 'professional']","['aplikasi', 'bermanfaat', 'professional']",5,3,2,aplikasi manfaat professional,3,3
Sangat membantu dalam proses pencarian kerja,positif,2020-10-21,2020,sangat membantu dalam proses pencarian kerja,6,6,sangat membantu dalam proses pencarian kerja,6,6,"['sangat', 'membantu', 'dalam', 'proses', 'pencarian', 'kerja']","['membantu', 'proses', 'pencarian', 'kerja']",6,4,2,bantu proses cari kerja,4,4
